8,0,545.75,222.8,51.79,304.63,1,-1,-1,-1
9,0,544.22,220.57,54.94,308.03,1,-1,-1,-1
10,0,541.8,217.13,59.89,311.66,1,-1,-1,-1
11,0,540.29,216.87,70.86,318.98,1,-1,-1,-1
12,0,540.01,217.43,84.69,325.15,1,-1,-1,-1
13,0,537.65,220.06,96.14,327.97,1,-1,-1,-1
14,0,533.98,222.26,104.43,329.14,1,-1,-1,-1
15,0,531.32,223.18,108.61,327.9,1,-1,-1,-1
16,0,533.77,221.57,109.17,327.88,1,-1,-1,-1
17,0,542.05,221.84,109.82,330.01,1,-1,-1,-1
18,0,549.5,226.31,114.5,331.94,1,-1,-1,-1
19,0,553.59,225.49,120.07,329.64,1,-1,-1,-1
20,0,556.82,226.75,121.86,330.16,1,-1,-1,-1
21,0,562.77,230.04,122.02,336.47,1,-1,-1,-1
22,0,567.61,230.18,119.92,341.63,1,-1,-1,-1
23,0,571.46,229.09,116.78,344.42,1,-1,-1,-1
24,0,576.38,227.03,116.28,349.32,1,-1,-1,-1
25,0,586.54,228.19,120.86,355.03,1,-1,-1,-1
26,0,595.13,227.03,127.89,359.64,1,-1,-1,-1
27,0,599.21,229.69,131.19,364.88,1,-1,-1,-1
28,0,603.01,229.65,128.87,369.49,1,-1,-1,-1
29,0,609.17,231.07,130.0,372.16,1,-1,-1,-1
30,0,617.19,229.84,133.09,376.57,1,-1,-1,-1
31,0,624.08,226.99,137.32,381.56,1,-1,-1,-1
32,0,630.79,228.46,142.11,388.68,1,-1,-1,-1
33,0,633.94,228.5,144.94,394.25,1,-1,-1,-1
34,0,634.0,229.67,145.25,399.79,1,-1,-1,-1
35,0,631.49,227.85,142.86,404.97,1,-1,-1,-1
36,0,628.48,224.82,140.51,409.5,1,-1,-1,-1
37,0,624.81,221.95,140.46,413.87,1,-1,-1,-1
38,0,622.48,219.05,142.09,417.73,1,-1,-1,-1
39,0,621.49,218.03,144.67,422.84,1,-1,-1,-1
40,0,618.16,220.22,146.81,428.68,1,-1,-1,-1
41,0,614.24,219.95,148.87,431.69,1,-1,-1,-1
42,0,609.43,221.71,150.94,437.48,1,-1,-1,-1
43,0,606.17,224.14,151.88,444.53,1,-1,-1,-1
44,0,603.54,224.73,151.7,451.64,1,-1,-1,-1
45,0,600.43,221.43,151.24,457.32,1,-1,-1,-1
46,0,595.52,220.26,151.96,460.45,1,-1,-1,-1
47,0,589.9,217.87,151.91,463.43,1,-1,-1,-1
48,0,579.04,216.14,154.36,465.43,1,-1,-1,-1
49,0,556.45,216.39,164.23,467.52,1,-1,-1,-1
50,0,536.72,214.65,174.75,466.0,1,-1,-1,-1
51,0,530.04,214.04,179.3,464.58,1,-1,-1,-1
52,0,531.51,214.06,177.85,463.47,1,-1,-1,-1
53,0,542.44,213.61,171.19,459.99,1,-1,-1,-1
54,0,550.94,215.82,164.08,457.79,1,-1,-1,-1
55,0,554.1,218.93,159.71,454.98,1,-1,-1,-1
56,0,556.32,221.27,156.78,455.45,1,-1,-1,-1
57,0,556.61,219.59,154.91,452.25,1,-1,-1,-1
58,0,551.96,216.84,146.84,450.63,1,-1,-1,-1
59,0,539.42,213.56,135.39,450.55,1,-1,-1,-1
60,0,524.38,211.84,132.86,447.55,1,-1,-1,-1
61,0,505.55,213.05,138.79,441.41,1,-1,-1,-1
62,0,484.33,213.92,150.59,436.97,1,-1,-1,-1
63,0,471.91,215.59,162.24,431.35,1,-1,-1,-1
64,0,464.84,219.3,171.81,429.64,1,-1,-1,-1
65,0,458.89,219.43,173.22,427.0,1,-1,-1,-1
66,0,446.86,218.26,165.65,423.9,1,-1,-1,-1
67,0,425.63,217.55,157.33,421.99,1,-1,-1,-1
68,0,403.54,217.69,155.97,418.52,1,-1,-1,-1
69,0,388.79,221.26,156.37,412.18,1,-1,-1,-1
70,0,376.94,223.62,156.62,408.47,1,-1,-1,-1
71,0,372.83,228.16,155.96,404.38,1,-1,-1,-1
72,0,365.67,228.72,157.13,399.31,1,-1,-1,-1
73,0,353.54,227.5,157.44,393.1,1,-1,-1,-1
74,0,341.63,224.21,155.17,385.99,1,-1,-1,-1
75,0,329.17,221.93,153.2,380.19,1,-1,-1,-1
76,0,319.91,224.21,151.75,375.07,1,-1,-1,-1
77,0,317.26,224.81,150.14,368.53,1,-1,-1,-1
78,0,313.34,226.74,149.48,363.41,1,-1,-1,-1
79,0,309.94,227.48,148.44,358.3,1,-1,-1,-1
80,0,285.22,206.24,144.58,325.05,1,-1,-1,-1
81,0,270.38,201.83,138.31,302.72,1,-1,-1,-1
82,0,267.92,203.75,129.62,287.41,1,-1,-1,-1
83,0,259.76,209.49,127.78,273.9,1,-1,-1,-1
84,0,250.17,214.38,129.01,263.72,1,-1,-1,-1
85,0,239.7,219.29,130.1,255.39,1,-1,-1,-1
86,0,225.84,222.84,131.36,249.81,1,-1,-1,-1
87,0,212.98,226.14,131.4,247.34,1,-1,-1,-1
88,0,201.72,226.55,129.21,246.36,1,-1,-1,-1
89,0,192.85,226.74,126.51,246.13,1,-1,-1,-1
90,0,185.09,226.3,124.54,245.96,1,-1,-1,-1
91,0,178.65,226.52,123.65,245.3,1,-1,-1,-1
92,0,171.1,227.27,122.45,244.53,1,-1,-1,-1
93,0,165.42,228.63,120.47,244.2,1,-1,-1,-1
94,0,158.43,230.95,119.58,244.51,1,-1,-1,-1
95,0,152.13,233.85,118.68,246.59,1,-1,-1,-1
96,0,146.18,235.46,118.89,250.34,1,-1,-1,-1
97,0,139.59,237.14,121.06,256.86,1,-1,-1,-1
98,0,134.37,238.61,124.63,264.89,1,-1,-1,-1
99,0,130.51,237.65,129.64,270.96,1,-1,-1,-1
100,0,126.35,235.88,134.85,271.47,1,-1,-1,-1
101,0,119.35,236.93,140.3,272.76,1,-1,-1,-1
102,0,114.03,237.21,146.2,272.8,1,-1,-1,-1
103,0,112.13,238.61,149.95,272.81,1,-1,-1,-1
104,0,112.35,237.75,151.85,271.64,1,-1,-1,-1
105,0,116.08,238.38,150.21,271.86,1,-1,-1,-1
106,0,125.66,238.92,145.99,270.67,1,-1,-1,-1
107,0,136.32,242.48,142.35,268.71,1,-1,-1,-1
108,0,140.93,251.98,143.29,264.03,1,-1,-1,-1
109,0,140.89,268.47,149.33,254.72,1,-1,-1,-1
110,0,135.95,292.07,156.34,239.26,1,-1,-1,-1
111,0,130.4,313.37,165.77,218.33,1,-1,-1,-1
112,0,128.55,331.31,167.61,200.89,1,-1,-1,-1
113,0,122.4,346.76,166.89,189.11,1,-1,-1,-1
114,0,121.85,356.87,162.47,180.42,1,-1,-1,-1
115,0,120.28,363.05,157.75,172.76,1,-1,-1,-1
116,0,116.39,363.31,157.45,166.51,1,-1,-1,-1
117,0,112.98,364.04,158.71,162.59,1,-1,-1,-1
118,0,109.98,364.66,160.14,159.51,1,-1,-1,-1
119,0,107.67,365.3,162.51,157.31,1,-1,-1,-1
120,0,107.84,365.61,163.41,155.48,1,-1,-1,-1
121,0,108.84,367.06,162.68,153.91,1,-1,-1,-1
122,0,111.07,367.61,160.77,152.49,1,-1,-1,-1
123,0,112.47,369.12,157.72,151.17,1,-1,-1,-1
124,0,114.05,369.94,155.22,149.38,1,-1,-1,-1
125,0,114.75,371.35,152.83,148.33,1,-1,-1,-1
126,0,115.29,371.64,150.81,147.0,1,-1,-1,-1
127,0,114.95,373.24,149.88,146.02,1,-1,-1,-1
128,0,115.02,373.97,149.19,145.3,1,-1,-1,-1
129,0,114.54,374.51,148.7,145.05,1,-1,-1,-1
130,0,113.64,374.06,148.07,144.87,1,-1,-1,-1
131,0,113.71,373.89,147.06,144.73,1,-1,-1,-1
132,0,114.13,373.43,146.59,144.08,1,-1,-1,-1
133,0,113.75,373.52,146.25,143.88,1,-1,-1,-1
134,0,113.22,373.38,146.28,143.47,1,-1,-1,-1
135,0,112.85,374.02,146.03,143.17,1,-1,-1,-1
136,0,112.12,374.68,145.85,143.5,1,-1,-1,-1
137,0,111.71,374.85,145.45,143.73,1,-1,-1,-1
138,0,111.56,375.49,145.99,143.92,1,-1,-1,-1
139,0,111.42,376.71,146.39,144.62,1,-1,-1,-1
140,0,110.29,376.85,146.13,144.83,1,-1,-1,-1
141,0,108.62,377.03,145.95,145.27,1,-1,-1,-1
142,0,107.2,376.81,145.54,145.31,1,-1,-1,-1
143,0,106.76,377.35,145.24,145.34,1,-1,-1,-1
144,0,107.15,377.51,146.67,145.4,1,-1,-1,-1
145,0,106.8,378.01,148.26,145.17,1,-1,-1,-1
146,0,106.59,378.4,149.7,145.29,1,-1,-1,-1
147,0,106.09,378.51,150.48,145.38,1,-1,-1,-1
148,0,104.93,378.34,150.77,145.16,1,-1,-1,-1
149,0,104.46,378.48,150.99,145.27,1,-1,-1,-1
150,0,103.6,378.31,151.14,145.09,1,-1,-1,-1
151,0,103.27,377.43,151.25,144.67,1,-1,-1,-1
152,0,102.48,376.96,151.33,144.1,1,-1,-1,-1
153,0,102.27,376.42,150.57,143.95,1,-1,-1,-1
154,0,103.18,375.21,150.28,143.29,1,-1,-1,-1
155,0,103.6,373.55,150.07,142.81,1,-1,-1,-1
156,0,104.26,372.36,149.65,142.46,1,-1,-1,-1
157,0,105.07,371.14,149.06,141.93,1,-1,-1,-1
158,0,105.94,370.32,148.36,141.81,1,-1,-1,-1
159,0,106.32,370.04,148.67,141.74,1,-1,-1,-1
160,0,106.41,369.96,148.9,141.69,1,-1,-1,-1
161,0,106.59,369.76,149.34,141.38,1,-1,-1,-1
162,0,106.39,369.95,149.4,141.43,1,-1,-1,-1
163,0,106.12,369.56,149.17,141.73,1,-1,-1,-1
164,0,106.06,369.83,149.0,141.69,1,-1,-1,-1
165,0,106.34,369.77,148.32,141.37,1,-1,-1,-1
166,0,106.56,370.0,147.83,141.41,1,-1,-1,-1
167,0,106.28,370.55,147.75,141.18,1,-1,-1,-1
168,0,106.37,370.8,147.96,141.01,1,-1,-1,-1
169,0,106.37,371.78,148.12,141.16,1,-1,-1,-1
170,0,105.41,372.12,148.79,141.29,1,-1,-1,-1
171,0,104.28,372.88,149.28,141.38,1,-1,-1,-1
172,0,103.77,373.15,149.63,141.44,1,-1,-1,-1
173,0,104.18,373.7,149.89,141.22,1,-1,-1,-1
174,0,103.63,373.3,150.08,141.06,1,-1,-1,-1
175,0,102.93,372.89,150.51,141.49,1,-1,-1,-1
176,0,102.6,372.47,150.81,141.54,1,-1,-1,-1
177,0,101.77,372.3,151.03,141.57,1,-1,-1,-1
178,0,101.43,371.85,151.19,141.04,1,-1,-1,-1
179,0,100.81,371.96,151.58,140.94,1,-1,-1,-1
180,0,100.7,372.02,152.14,140.87,1,-1,-1,-1
181,0,100.76,372.7,152.83,140.83,1,-1,-1,-1
182,0,100.86,373.62,153.6,140.8,1,-1,-1,-1
183,0,101.23,374.82,153.9,141.05,1,-1,-1,-1
184,0,100.85,375.88,154.39,141.24,1,-1,-1,-1
185,0,100.43,376.43,154.48,141.64,1,-1,-1,-1
186,0,100.72,376.56,154.28,141.94,1,-1,-1,-1
187,0,100.68,376.74,153.86,142.42,1,-1,-1,-1
188,0,100.65,376.52,154.37,142.51,1,-1,-1,-1
189,0,101.02,376.4,154.47,142.58,1,-1,-1,-1
190,0,101.15,374.85,154.54,142.35,1,-1,-1,-1
191,0,100.07,373.91,154.86,141.64,1,-1,-1,-1
192,0,99.22,372.56,154.54,141.39,1,-1,-1,-1
193,0,98.5,371.91,154.59,140.94,1,-1,-1,-1
194,0,97.57,371.28,154.62,140.88,1,-1,-1,-1
195,0,96.64,371.06,153.83,140.84,1,-1,-1,-1
196,0,95.98,371.19,153.53,141.08,1,-1,-1,-1
197,0,96.07,371.01,152.75,140.97,1,-1,-1,-1
198,0,96.43,371.16,152.47,141.17,1,-1,-1,-1
199,0,97.2,371.37,153.09,141.61,1,-1,-1,-1
200,0,97.39,371.57,153.55,142.2,1,-1,-1,-1
201,0,97.39,372.01,153.88,142.36,1,-1,-1,-1
202,0,97.8,371.77,153.84,141.93,1,-1,-1,-1
203,0,98.43,372.14,153.55,142.15,1,-1,-1,-1
204,0,98.91,372.24,153.61,142.32,1,-1,-1,-1
205,0,98.43,372.9,153.65,142.45,1,-1,-1,-1
206,0,98.24,372.09,153.68,141.99,1,-1,-1,-1
207,0,99.1,370.56,153.15,141.65,1,-1,-1,-1
208,0,99.51,370.7,152.76,141.4,1,-1,-1,-1
209,0,100.93,369.88,151.39,141.75,1,-1,-1,-1
210,0,103.59,369.32,151.21,141.74,1,-1,-1,-1
211,0,105.65,368.73,151.62,141.2,1,-1,-1,-1
212,0,108.48,369.27,150.28,140.79,1,-1,-1,-1
213,0,113.04,370.67,149.29,140.22,1,-1,-1,-1
214,0,115.79,366.93,148.14,142.68,1,-1,-1,-1
215,0,116.53,358.25,148.88,147.71,1,-1,-1,-1
216,0,116.04,346.6,150.0,155.27,1,-1,-1,-1
217,0,115.26,331.65,151.53,164.24,1,-1,-1,-1
218,0,114.61,315.21,152.77,177.53,1,-1,-1,-1
219,0,116.86,297.47,151.44,189.44,1,-1,-1,-1
220,0,118.62,281.82,150.39,201.54,1,-1,-1,-1
221,0,122.66,266.68,148.4,213.05,1,-1,-1,-1
222,0,125.38,253.45,143.25,223.55,1,-1,-1,-1
223,0,128.04,244.71,134.71,232.66,1,-1,-1,-1
224,0,133.97,238.39,126.8,241.8,1,-1,-1,-1
225,0,140.55,232.78,120.3,248.74,1,-1,-1,-1
226,0,146.32,230.73,113.84,254.12,1,-1,-1,-1
227,0,150.74,228.29,108.8,257.82,1,-1,-1,-1
228,0,156.45,225.35,105.93,260.87,1,-1,-1,-1
229,0,162.82,222.3,105.48,264.18,1,-1,-1,-1
230,0,168.37,220.58,106.79,266.79,1,-1,-1,-1
231,0,175.68,220.7,107.17,266.43,1,-1,-1,-1
232,0,184.08,221.46,106.35,265.06,1,-1,-1,-1
233,0,198.11,221.92,104.39,261.11,1,-1,-1,-1
234,0,217.53,221.18,101.36,255.08,1,-1,-1,-1
235,0,234.68,219.87,96.66,249.76,1,-1,-1,-1
236,0,244.01,219.97,95.39,245.43,1,-1,-1,-1
237,0,248.59,220.39,101.56,243.19,1,-1,-1,-1
238,0,252.74,221.5,112.36,239.94,1,-1,-1,-1
239,0,258.66,225.0,121.05,237.95,1,-1,-1,-1
240,0,269.12,228.1,127.06,227.9,1,-1,-1,-1
241,0,284.48,232.53,129.58,224.88,1,-1,-1,-1
242,1,1127.82,333.36,175.86,328.2,1,-1,-1,-1
242,0,305.45,236.71,131.74,219.48,1,-1,-1,-1
243,1,1106.81,299.18,186.59,382.33,1,-1,-1,-1
243,0,325.87,240.52,132.51,223.54,1,-1,-1,-1
244,1,1089.24,281.53,196.39,419.0,1,-1,-1,-1
244,0,344.07,253.87,133.44,244.43,1,-1,-1,-1
245,1,1068.35,273.78,201.29,437.43,1,-1,-1,-1
245,0,361.98,262.77,133.92,267.51,1,-1,-1,-1
246,1,1039.22,263.05,203.01,453.68,1,-1,-1,-1
246,0,379.27,262.54,133.26,287.9,1,-1,-1,-1
247,1,1006.69,256.48,213.91,467.56,1,-1,-1,-1
247,0,403.37,259.4,138.28,308.05,1,-1,-1,-1
248,1,985.13,253.48,227.72,474.29,1,-1,-1,-1
248,0,422.11,257.03,144.95,324.97,1,-1,-1,-1
249,1,963.8,256.57,236.08,472.77,1,-1,-1,-1
249,0,436.79,253.58,143.85,336.86,1,-1,-1,-1
250,1,944.57,260.78,237.7,471.74,1,-1,-1,-1
250,0,453.36,246.91,137.47,345.93,1,-1,-1,-1
251,1,934.97,263.36,225.81,468.88,1,-1,-1,-1
251,0,473.95,243.19,129.0,355.41,1,-1,-1,-1
252,1,935.01,262.76,209.36,466.46,1,-1,-1,-1
252,0,496.57,238.89,124.62,361.94,1,-1,-1,-1
253,1,935.93,263.06,190.67,463.31,1,-1,-1,-1
253,0,525.21,234.16,138.7,371.07,1,-1,-1,-1
254,1,926.85,264.59,179.2,456.78,1,-1,-1,-1
254,0,541.11,230.93,153.85,377.2,1,-1,-1,-1
255,1,913.2,267.34,172.68,451.41,1,-1,-1,-1
255,0,547.97,231.08,167.93,383.15,1,-1,-1,-1
256,1,905.97,267.71,161.62,446.91,1,-1,-1,-1
256,0,557.46,229.01,170.77,386.22,1,-1,-1,-1
257,1,897.56,266.29,152.1,443.17,1,-1,-1,-1
257,0,580.58,224.71,159.15,387.73,1,-1,-1,-1
258,1,883.65,266.73,146.69,441.89,1,-1,-1,-1
258,0,612.52,223.06,145.19,389.51,1,-1,-1,-1
259,1,867.41,268.51,145.98,440.91,1,-1,-1,-1
259,0,643.87,227.35,144.07,393.98,1,-1,-1,-1
260,1,856.42,267.61,145.92,432.66,1,-1,-1,-1
260,0,664.06,227.37,152.03,400.72,1,-1,-1,-1
261,1,846.24,269.29,145.83,427.56,1,-1,-1,-1
261,0,680.14,226.4,164.39,406.42,1,-1,-1,-1
262,1,847.33,269.22,143.41,423.88,1,-1,-1,-1
262,0,687.95,225.39,174.24,411.7,1,-1,-1,-1
263,1,864.54,262.77,134.64,415.81,1,-1,-1,-1
263,0,700.57,221.25,178.95,416.51,1,-1,-1,-1
264,1,874.48,262.44,135.74,407.36,1,-1,-1,-1
264,0,724.1,218.92,183.19,419.07,1,-1,-1,-1
265,1,881.88,261.87,134.77,401.28,1,-1,-1,-1
265,0,735.95,216.66,176.42,420.74,1,-1,-1,-1
266,1,880.6,265.74,139.19,395.55,1,-1,-1,-1
266,0,742.11,215.29,167.37,421.64,1,-1,-1,-1
267,1,882.86,267.98,142.36,388.74,1,-1,-1,-1
267,0,755.4,215.96,174.17,422.16,1,-1,-1,-1
268,1,872.95,266.15,151.76,383.18,1,-1,-1,-1
268,0,754.93,214.93,165.16,422.25,1,-1,-1,-1
269,1,872.9,262.27,157.43,380.4,1,-1,-1,-1
269,0,756.92,214.53,158.32,421.57,1,-1,-1,-1
270,1,875.34,261.45,161.52,376.26,1,-1,-1,-1
270,0,762.59,214.38,159.34,421.93,1,-1,-1,-1
271,1,857.33,255.88,176.42,376.88,1,-1,-1,-1
271,0,764.02,213.81,157.07,422.38,1,-1,-1,-1
272,1,868.0,261.85,176.72,374.21,1,-1,-1,-1
272,0,767.41,215.04,159.52,422.24,1,-1,-1,-1
273,1,878.03,263.76,172.96,373.43,1,-1,-1,-1
273,0,765.54,216.84,158.84,422.09,1,-1,-1,-1
274,1,900.86,269.53,155.22,370.37,1,-1,-1,-1
274,0,759.77,217.58,150.4,422.54,1,-1,-1,-1
275,1,922.77,269.76,137.77,366.71,1,-1,-1,-1
275,0,756.57,217.82,140.14,423.41,1,-1,-1,-1
276,1,945.54,270.23,120.54,362.68,1,-1,-1,-1
276,0,754.07,216.69,128.54,423.51,1,-1,-1,-1
277,1,956.77,271.0,109.39,358.76,1,-1,-1,-1
277,0,754.31,216.23,120.07,423.58,1,-1,-1,-1
278,1,963.29,272.91,101.82,354.12,1,-1,-1,-1
278,0,756.58,216.45,114.17,423.42,1,-1,-1,-1
279,1,967.3,276.2,95.75,350.59,1,-1,-1,-1
279,0,757.22,217.86,110.13,423.3,1,-1,-1,-1
280,1,968.21,276.16,91.89,348.64,1,-1,-1,-1
280,0,757.59,218.8,107.45,423.72,1,-1,-1,-1
281,1,965.25,279.81,89.09,347.17,1,-1,-1,-1
281,0,757.63,220.04,105.77,422.74,1,-1,-1,-1
282,1,963.72,282.16,86.78,346.05,1,-1,-1,-1
282,0,758.31,222.63,104.27,422.0,1,-1,-1,-1
283,1,960.23,284.39,89.02,346.24,1,-1,-1,-1
283,0,759.32,222.25,104.0,423.09,1,-1,-1,-1
284,1,953.72,286.07,94.32,347.94,1,-1,-1,-1
284,0,760.51,222.73,104.08,424.19,1,-1,-1,-1
285,1,946.76,284.81,100.71,350.44,1,-1,-1,-1
285,0,760.5,223.25,103.58,423.87,1,-1,-1,-1
286,1,936.3,288.33,108.98,349.9,1,-1,-1,-1
286,0,759.36,224.01,99.66,423.24,1,-1,-1,-1
287,1,929.5,291.5,115.84,349.29,1,-1,-1,-1
287,0,759.74,223.32,97.07,419.67,1,-1,-1,-1
288,1,939.25,291.68,114.73,351.09,1,-1,-1,-1
288,0,761.9,224.26,96.55,420.46,1,-1,-1,-1
289,1,950.41,292.11,109.21,352.95,1,-1,-1,-1
289,0,763.14,224.37,96.72,421.89,1,-1,-1,-1
290,1,957.38,291.88,104.9,354.42,1,-1,-1,-1
290,0,765.04,224.4,97.11,420.46,1,-1,-1,-1
291,1,962.15,291.33,100.92,355.2,1,-1,-1,-1
291,0,765.84,226.32,97.68,421.93,1,-1,-1,-1
